title,genre_1_name,vote_average,vote_count,popularity,release_year
Journey to Planet X,Documentary,9.0,1.0,0.209749,2012
Set Fire to the Stars,Drama,5.3,16.0,1.633124,2014
Milk?,Documentary,0.0,0.0,0.084948,2014
The Witch,Mystery,6.3,1471.0,11.840138,2016
Tales of the Night,Fantasy,7.7,26.0,1.101575,2011
The Pack,Horror,3.6,14.0,3.732458,2010
13 Eerie,Horror,4.4,37.0,8.507128,2013
3 Generations,Comedy,6.1,75.0,4.626438,2016
B-Movie: Lust & Sound in West-Berlin,Music,8.4,9.0,1.22249,2015
The Escort,Drama,6.0,117.0,6.791697,2015
Uncle John,Mystery,5.9,16.0,1.304515,2015
Pervert Park,Crime,6.8,11.0,0.739378,2014
Last Cab to Darwin,Comedy,7.5,21.0,2.303824,2015
Chris Tucker Live,Comedy,6.5,23.0,1.424643,2015
Memories,Crime,7.2,9.0,0.668117,2013
Hairbrained,Comedy,5.4,27.0,3.093346,2013
Lava,Animation,7.4,405.0,5.761878,2015
Bill Cosby: Far From Finished,Comedy,7.4,7.0,0.560453,2013
Cas & Dylan,Comedy,6.0,8.0,2.654508,2013
The Visit,Horror,6.0,1405.0,15.021058,2015
Secret in Their Eyes,Crime,6.2,341.0,6.79115,2015
Sinister 2,Horror,5.5,605.0,17.602928,2015
Redeemer,Action,4.7,15.0,1.586498,2014
Jeff Ross Roasts Criminals: Live at Brazos County Jail,Comedy,7.8,5.0,0.2281,2015
Let It Shine,Family,5.9,57.0,5.020619,2012
Spud 2: The Madness Continues,Comedy,7.2,9.0,1.999654,2013
How to Sell a Banksy,Documentary,7.5,1.0,0.055307,2012
I Am Chris Farley,Documentary,7.2,44.0,1.919671,2015
"Chronic-Con, Episode 420: A New Dope",Comedy,3.7,5.0,0.20562,2015
Russell Brand - From Addiction to Recovery,Documentary,8.0,1.0,0.36059,2012
Battle for Sevastopol,Drama,7.3,91.0,5.603565,2015
Under the Bed,Horror,5.0,43.0,6.670898,2012
Another World,Documentary,0.0,0.0,0.439457,2014
West,Drama,6.7,10.0,1.545541,2013
Harbinger Down,Science Fiction,4.6,67.0,3.979592,2015
Death Comes to Pemberley,Romance,6.7,23.0,5.06044,2013
American Ultra,Comedy,6.0,1099.0,9.534828,2015
No Escape,Action,6.7,798.0,14.13262,2015
Straight Outta Compton,Drama,7.7,1381.0,21.183077,2015
Dungeons & Dragons: The Book of Vile Darkness,Adventure,4.2,17.0,4.422468,2012
Cop Car,Thriller,5.8,301.0,11.070889,2015
16 Wishes,Fantasy,5.5,283.0,4.869925,2010
A LEGO Brickumentary,Documentary,6.4,55.0,4.201151,2015
Houston,Drama,5.5,2.0,0.99994,2013
Pasolini,History,5.5,35.0,3.238304,2014
How to Follow Strangers,Drama,5.8,6.0,0.779087,2013
Bermuda Tentacles,Science Fiction,3.4,19.0,2.404717,2014
Air,Thriller,4.8,217.0,9.698415,2015
The Legend of Secret Pass,Fantasy,3.5,1.0,0.334532,2010
Witchville,Fantasy,4.5,9.0,1.016529,2010
Savaged,Action,5.7,47.0,4.960171,2014
I Kissed a Girl,Comedy,5.9,108.0,10.415724,2015
Dead Europe,Drama,5.5,5.0,1.312599,2012
Every Secret Thing,Thriller,5.7,63.0,3.465405,2014
Inner Demons,Thriller,4.6,26.0,2.405315,2014
Butterfly,Science Fiction,10.0,3.0,0.35236,2015
Do You See Me?,Comedy,6.1,126.0,4.265142,2014
Match,Family,5.6,16.0,2.099788,2014
The Past Is a Grotesque Animal,Documentary,5.5,2.0,0.774471,2014
4 Moons,Drama,7.7,45.0,2.734851,2014
I Am Happiness on Earth,Drama,5.9,8.0,1.77912,2014
Summer Nights,Comedy,5.3,2.0,0.274176,2014
Holiday,Drama,7.3,3.0,0.123029,2014
Treasure Guards,Adventure,3.2,7.0,1.21771,2011
Joy,Drama,6.4,1619.0,12.975936,2015
Next Goal Wins,Documentary,7.5,16.0,1.747806,2014
Amnesiac,Thriller,4.1,52.0,4.650079,2015
Deck the Halls,Action,3.5,2.0,0.36799,2011
Victor Frankenstein,Drama,5.6,697.0,9.447808,2015
Broadway Musicals: A Jewish Legacy,Documentary,0.0,0.0,0.026866,2013
The Fall of the Essex Boys,Crime,4.5,13.0,0.778634,2012
4 Minute Mile,Drama,5.5,23.0,2.131265,2014
California City,Drama,5.5,1.0,0.104996,2014
Journey to Space,Documentary,6.3,6.0,0.801267,2015
Masaan,Drama,6.9,37.0,3.042652,2015
Being Evel,History,7.1,9.0,1.197099,2015
Salem Falls,Crime,5.1,7.0,0.811679,2011
Arthur 3: The War of the Two Worlds,Animation,5.4,371.0,11.371222,2010
Bloodwork,Horror,4.3,13.0,1.099911,2012
Captive,Drama,5.9,11.0,0.660969,2012
Petunia,Comedy,5.5,6.0,1.846272,2013
Pregnancy Pact,Drama,4.9,45.0,4.010044,2010
"Rock, Paper, Scissors",Drama,6.1,5.0,0.191452,2012
Street Kings 2: Motor City,Crime,4.2,27.0,1.718239,2011
Tapped Out,Action,5.4,20.0,1.849147,2014
Breaking at the Edge,Thriller,4.2,13.0,1.598702,2013
Chop,Comedy,5.3,13.0,0.63181,2011
Kill Your Friends,Comedy,5.9,121.0,5.846711,2015
Nina Forever,Horror,5.5,48.0,3.149665,2015
Equals,Drama,5.9,386.0,19.803969,2015
Star Trek: Renegades,Action,4.4,40.0,3.02229,2015
Scouts Guide to the Zombie Apocalypse,Comedy,6.2,526.0,20.683405,2015
Sexy Evil Genius,Comedy,6.2,32.0,4.542951,2013
Suffragette,Drama,7.1,440.0,8.093442,2015
Guidance,Comedy,5.3,8.0,1.186123,2014
My Friend Victoria,Drama,6.1,6.0,0.696188,2014
The Marquis,Comedy,5.0,46.0,6.213759,2011
Extinction: The G.M.O. Chronicles,Drama,5.1,12.0,1.526679,2011
The New Black,Documentary,8.0,1.0,0.069292,2014
Keep On Keepin’ On,Documentary,6.9,6.0,0.804915,2014
The 50 Year Argument,Documentary,7.3,3.0,1.3485,2014
Young Girls in Black,Drama,6.0,2.0,0.087967,2010
Lollipop Monster,Drama,6.9,5.0,0.482273,2011
Mythica: The Darkspore,Action,5.4,41.0,4.680888,2015
Assassins Tale,Action,4.8,15.0,1.700323,2013
Fort Tilden,Comedy,5.1,15.0,1.336467,2014
Slimtime,Comedy,5.7,7.0,0.521227,2010
The Price of Sex,Documentary,5.0,1.0,0.129413,2011
Turbo Kid,Action,6.8,231.0,16.304654,2015
Wasted on the Young,Drama,5.3,16.0,1.948284,2010
¿Quién mató a Bambi?,Comedy,5.7,22.0,1.926826,2013
One Love,Drama,6.0,5.0,0.403726,2011
The Last Keepers,Fantasy,4.8,18.0,4.270228,2013
Bridgend,Drama,6.0,18.0,1.442316,2015
You and the Night,Romance,6.5,15.0,1.089444,2013
The Bad Education Movie,Comedy,5.5,45.0,2.458948,2015
The Unauthorized Saved by the Bell Story,TV Movie,4.9,11.0,0.948724,2014
We Are Your Friends,Drama,6.3,673.0,9.023686,2015
Soul Boys of the Western World,Documentary,5.4,5.0,0.53506,2014
2033,Adventure,3.3,5.0,0.472025,2010
For the Love of Money,Drama,5.6,9.0,0.983569,2012
SoulBoy,Comedy,6.3,13.0,3.569699,2010
War Room,Drama,6.9,92.0,5.384163,2015
Return to Ithaca,Drama,5.5,6.0,1.15553,2014
Summertime,Comedy,6.6,76.0,4.425995,2015
Hurricane of Fun: The Making of Wet Hot,Documentary,6.5,16.0,1.172748,2015
Legend,Crime,6.7,994.0,11.187833,2015
Anesthesia,Drama,6.0,43.0,4.440982,2016
The Outcasts,Comedy,7.1,141.0,10.591249,2017
Elephant Song,Drama,7.4,47.0,3.521503,2014
Animals,Drama,6.2,9.0,1.748668,2014
Addicted to Fresno,Comedy,5.0,30.0,1.732968,2015
Queen of Earth,Drama,6.2,58.0,3.634485,2015
Blind Man,Thriller,5.9,11.0,0.773371,2012
Deathgasm,Comedy,6.4,172.0,7.391953,2015
I Am Evel Knievel,Documentary,6.7,6.0,1.16603,2014
Daughter of the Lake,Documentary,8.3,4.0,0.418226,2015
The Danish Girl,Drama,7.4,1689.0,11.245661,2015
The Man Whose Mind Exploded,Documentary,6.0,5.0,0.743082,2014
Stag Night of the Dead,Horror,3.8,10.0,0.650044,2010
Area 51,Horror,4.3,157.0,6.055594,2015
Latin Lover,Drama,5.7,17.0,2.774803,2015
Cooties,Action,5.4,216.0,7.350821,2014
Steve Jobs: The Man in the Machine,Documentary,6.4,134.0,5.019486,2015
Inkubus,Horror,4.9,11.0,0.460958,2011
Among Friends,Comedy,4.1,25.0,3.825472,2012
Ejecta,Science Fiction,3.6,15.0,1.860814,2014
Broken Horses,Thriller,5.0,10.0,12.971415,2015
WTF,Comedy,3.8,12.0,1.569352,2014
Green Room,Horror,6.7,696.0,8.4702,2016
Freeway: Crack in the System,Documentary,9.0,2.0,0.135776,2014
Beasts of No Nation,Drama,7.6,476.0,11.732546,2015
Earth's Golden Playground,Documentary,0.0,0.0,0.05488,2015
The Magic of Heineken,Documentary,0.0,0.0,0.329432,2014
Hell and Mr Fudge,Drama,0.0,0.0,0.126732,2012
Gabriel,Drama,7.3,9.0,0.877002,2014
Pernicious,Horror,4.7,26.0,1.378801,2015
Red Knot,Drama,5.6,7.0,0.847311,2014
Dirty Weekend,Drama,5.2,30.0,2.963863,2015
The Rise of the Krays,Crime,4.5,19.0,2.126507,2015
Dude Bro Party Massacre III,Horror,6.2,21.0,1.933788,2015
Underdog Kids,Family,4.1,7.0,0.561918,2015
Glass Chin,Drama,5.5,3.0,0.835154,2014
The Lady in the Van,Comedy,6.0,225.0,5.799373,2015
He Named Me Malala,Documentary,5.6,51.0,2.20137,2015
Bloodsucking Bastards,Comedy,5.6,60.0,2.730363,2015
KillerSaurus,Horror,5.0,1.0,0.060371,2015
Pokémon the Movie: Kyurem vs. the Sword of Justice,Animation,5.5,28.0,2.162495,2012
Pokémon: Zoroark: Master of Illusions,Adventure,6.4,37.0,3.686067,2010
Meru,Adventure,7.4,68.0,3.457153,2015
6 Years,Romance,5.5,306.0,4.075159,2015
Pod,Thriller,3.9,44.0,2.202593,2015
Contracted: Phase II,Drama,5.3,48.0,2.478457,2015
Lost After Dark,Horror,4.7,35.0,2.173072,2014
For Elise,Horror,4.8,13.0,1.322456,2013
White Settlers,Mystery,4.6,29.0,1.827629,2014
Xenia,Drama,5.5,22.0,2.916799,2014
Pokémon the Movie: Diancie and the Cocoon of Destruction,Animation,5.6,30.0,3.662458,2014
Varsity Blood,Horror,3.7,6.0,0.310607,2014
A Little Bit Zombie,Science Fiction,5.4,27.0,1.623545,2012
The Coed and the Zombie Stoner,Horror,3.4,17.0,1.904582,2014
Saving Christmas,Comedy,1.7,25.0,1.231644,2014
La sedia della felicità,Comedy,5.6,21.0,2.507551,2013
The Transporter Refueled,Thriller,5.3,573.0,11.007319,2015
Redemption,History,10.0,2.0,0.090273,2013
Iron Man & Hulk: Heroes United,Action,5.4,48.0,4.704713,2013
La Vérité si je Mens ! 3,Comedy,5.3,98.0,3.81584,2012
Tiger Orange,Drama,6.4,4.0,0.459083,2014
Jenny's Wedding,Comedy,5.3,145.0,4.886524,2015
Bound to Vengeance,Thriller,5.6,110.0,4.393241,2015
Knock Knock,Drama,4.9,880.0,11.898793,2015
The Surface,Thriller,4.2,6.0,0.834443,2014
The Nightmare,Horror,5.6,92.0,4.601867,2015
Welcome to Leith,Thriller,6.4,26.0,2.072847,2015
Krampus: The Christmas Devil,Horror,2.6,18.0,0.960142,2013
Age of Cannibals,Drama,7.4,18.0,1.555531,2014
Man Down,Drama,6.3,65.0,13.95291,2016
The Prophet,Animation,7.2,26.0,3.996894,2014
Banksy Does New York,Documentary,6.9,32.0,1.729753,2014
"Something, Anything",Romance,8.0,2.0,0.382781,2015
Christmas Cupid,TV Movie,5.0,45.0,6.622907,2010
Vamp U,Action,4.7,30.0,7.057051,2013
Mischief Night,Horror,5.0,6.0,0.824619,2014
Unlucky Charms,Horror,2.8,4.0,0.98718,2013
Wish You Well,Family,6.9,5.0,1.634835,2013
All That I Am,Drama,5.0,1.0,0.638862,2013
Jersey Shore Massacre,Horror,3.4,23.0,2.466441,2014
Rise of the Animals,Comedy,2.8,5.0,0.204438,2012
Life,Drama,5.9,128.0,11.256619,2015
Daddy or Mommy,Comedy,6.1,397.0,8.307255,2015
Demolition,Comedy,6.6,661.0,6.925667,2016
Listening,Drama,5.5,31.0,1.957695,2015
12 Rounds 3: Lockdown,Action,4.6,41.0,3.777312,2015
Eden Lodge,Thriller,3.7,7.0,0.571042,2015
Our Man in Tehran,Documentary,6.5,3.0,0.555367,2013
Robert the Doll,Horror,2.6,24.0,2.010895,2015
Romeos,Drama,6.7,22.0,0.959662,2011
Gun Hill Road,Drama,5.3,7.0,0.379004,2011
American Poltergeist,Thriller,2.6,21.0,1.370522,2015
The Cutting Room,Horror,4.2,5.0,0.273861,2015
Listen to Me Marlon,Documentary,7.1,48.0,2.554756,2015
Crab Trap,Drama,6.5,6.0,0.21794,2010
Stars 80,Comedy,5.8,36.0,2.370243,2012
Pelican Dreams,Documentary,8.0,3.0,0.274778,2014
Hal,Animation,7.0,19.0,2.097211,2013
Fool Circle,Drama,5.7,15.0,1.160712,2014
Magallanes,Drama,9.0,1.0,0.398179,2015
The Keeping Room,Drama,5.2,70.0,5.654989,2014
We Are the Freaks,Comedy,6.1,5.0,1.0285,2014
Our Brand Is Crisis,Comedy,5.8,196.0,12.158176,2015
Big Sky,Thriller,4.0,21.0,1.431897,2015
Agneepath,Action,6.3,46.0,2.589507,2012
High-Rise,Drama,5.3,355.0,18.947206,2015
The Night Before,Comedy,6.1,548.0,10.516094,2015
Into the Forest,Drama,5.6,165.0,7.54965,2016
Time Out of Mind,Drama,5.6,56.0,4.248105,2014
The Princess of France,Comedy,4.0,2.0,0.099722,2014
Chain of Command,Thriller,5.3,11.0,1.97894,2015
A Perfect Man,Drama,7.0,141.0,7.500331,2015
The Editor,Mystery,6.3,35.0,1.716268,2014
Everest,Adventure,6.7,1805.0,10.758754,2015
The Brand New Testament,Comedy,6.4,435.0,6.488451,2015
Spotlight,Drama,7.8,2751.0,14.63239,2015
Viva,Drama,7.4,12.0,1.709199,2015
Son of Saul,War,7.1,285.0,6.403937,2015
Burden of Evil,Thriller,3.0,2.0,0.654759,2012
Intruders,Drama,5.7,153.0,5.428567,2016
Rabid Dogs,Action,5.6,32.0,2.645913,2015
Pawn Sacrifice,Thriller,6.7,272.0,7.399209,2015
Hardcore Henry,Action,6.2,780.0,14.544852,2015
Call Girl of Cthulhu,Comedy,5.9,11.0,1.340703,2014
Roger Waters: The Wall,Music,7.7,45.0,3.343723,2014
Burnt,Drama,6.3,974.0,8.066726,2015
Queen of the Desert,Drama,6.1,61.0,5.01561,2015
Visions,Thriller,5.2,130.0,5.4314,2015
Nobody from Nowhere,Thriller,6.5,41.0,3.836441,2014
Heneral Luna,Comedy,8.0,16.0,1.135678,2015
The Ceremony,Documentary,7.0,1.0,0.621568,2014
Being Canadian,Comedy,5.3,11.0,5.010009,2015
Teen Lust,Comedy,4.4,27.0,2.126283,2014
The Timber,Adventure,4.1,17.0,2.395158,2015
Last Shift,Horror,5.7,156.0,5.347371,2014
Pay the Ghost,Horror,5.1,204.0,7.935683,2015
Macropolis,Animation,0.0,0.0,0.025827,2012
Dear Mr. Gacy,Crime,6.5,29.0,2.671647,2010
Drunk Wedding,Comedy,3.8,9.0,0.683918,2015
Evidence,Horror,5.1,47.0,2.299756,2011
Ghoul,Thriller,5.1,25.0,2.577826,2015
Ghoul,Thriller,4.7,5.0,0.33045,2012
Let Go,Comedy,6.2,8.0,0.56888,2011
Remains,Drama,5.1,18.0,2.145192,2011
Devil Seed,Horror,4.6,23.0,2.615004,2012
The Program,Drama,6.1,176.0,5.607543,2015
White Rabbit,Drama,6.3,20.0,1.947005,2013
Hollywood Adventures,Comedy,4.6,7.0,0.29912,2015
Full Out,History,7.1,40.0,2.607667,2015
Bangalore Days,Drama,7.4,19.0,0.955596,2014
The Dirty Picture,Drama,5.8,17.0,1.153466,2011
Cat Shit One,Animation,6.2,16.0,2.633938,2010
1001 Grams,Drama,5.7,11.0,0.994875,2014
Cemetery of Splendour,Drama,4.4,50.0,2.535419,2015
Tiger House,Action,5.5,87.0,4.563906,2015
The Quiet Hour,Drama,4.5,25.0,2.066559,2014
Everything Before Us,Romance,4.9,8.0,0.644057,2015
I Am Here,Drama,4.9,22.0,1.948792,2014
Ricochet,Mystery,3.7,3.0,1.179703,2011
Arthur & Merlin,Fantasy,5.4,14.0,0.868019,2015
The Lady in the Car with Glasses and a Gun,Mystery,4.6,41.0,3.13016,2015
The 10 Year Plan,Romance,6.1,52.0,2.957885,2014
Essex Boys: Law of Survival,Action,5.4,6.0,0.24431,2015
A Christmas Horror Story,Horror,5.5,100.0,6.848664,2015
The Thread,Documentary,6.4,7.0,0.577185,2015
Certain Prey,Crime,4.3,10.0,0.780905,2011
7 Chinese Brothers,Comedy,5.2,20.0,1.630684,2015
Antarctica: Ice & Sky,Documentary,6.5,4.0,0.649671,2015
Navy Seals vs. Zombies,Horror,3.5,37.0,2.413622,2015
Bringing Ashley Home,Drama,6.7,3.0,0.538859,2011
Sleepless In New York,Documentary,6.0,1.0,0.049412,2014
The Club,Drama,6.6,66.0,3.534068,2015
Alias Maria,War,5.0,3.0,0.308206,2015
Hotel Transylvania 2,Animation,6.7,1528.0,11.760218,2015
Hidden,Thriller,6.5,189.0,8.644392,2015
Anti-Social,Crime,5.2,10.0,0.915218,2015
The Goob,Romance,7.1,16.0,1.310577,2014
The Beat Beneath My Feet,Drama,7.0,11.0,5.187104,2014
A Horse for Summer,Drama,8.0,3.0,0.453126,2015
The Dinner,Drama,6.3,39.0,2.351135,2014
From the Head,Drama,6.0,1.0,0.188346,2011
Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,Music,8.7,3.0,0.166893,2014
Tim Maia,Drama,6.3,22.0,1.113421,2014
Dark Blood,Thriller,6.8,4.0,0.667463,2012
Oddball,Family,6.0,26.0,3.638062,2015
RUSH: Time Machine,Music,8.0,6.0,0.977775,2011
Daft Punk Unchained,Music,7.1,54.0,3.352455,2015
Chilling Visions: 5 Senses of Fear,Horror,4.9,17.0,1.527822,2013
Airborne,Horror,3.5,24.0,1.536225,2012
An American Girl: Saige Paints the Sky,Family,6.3,5.0,0.877702,2013
The Gauntlet,Action,5.0,8.0,1.674848,2013
Crawl,Crime,5.5,13.0,1.365887,2011
Wild Life,Drama,6.7,19.0,2.144842,2014
Victim,Action,4.0,1.0,0.471157,2011
I Didn't Come Here to Die,Horror,4.7,7.0,0.252975,2010
Tremors 5: Bloodlines,Science Fiction,5.2,96.0,12.95779,2015
Freeheld,Romance,7.1,168.0,4.955317,2015
An Open Heart,Drama,6.2,3.0,0.504427,2012
The Little Prince,Adventure,7.6,771.0,11.376954,2015
If You Build It,Documentary,7.1,5.0,0.46175,2014
Food Chains,Documentary,7.4,8.0,1.254662,2014
Narcopolis,Thriller,4.8,34.0,3.256531,2015
Ashby,Drama,6.2,191.0,5.159349,2015
4Got10,Western,4.3,17.0,1.777234,2015
Dheepan,Crime,6.8,135.0,5.752416,2015
Ronaldo,History,6.4,119.0,6.339693,2015
Get Santa,Family,6.7,18.0,2.112557,2014
Il nome del figlio,Comedy,6.4,89.0,4.679687,2015
Beyond the Mask,Action,5.7,24.0,2.43519,2015
Salt and Fire,Thriller,5.8,15.0,2.264631,2016
The Circle,Drama,5.4,1015.0,88.439243,2017
Glen Campbell: I'll Be Me,Documentary,7.1,16.0,1.380258,2014
Nanga Parbat,Adventure,6.6,9.0,0.917536,2010
Les Misérables in Concert - The 25th Anniversary,History,8.0,24.0,2.0026,2010
The Lost Medallion: The Adventures of Billy Stone,Adventure,5.6,13.0,2.207763,2013
Hyena Road,War,6.1,51.0,5.620274,2015
My Internship in Canada,Comedy,6.3,11.0,0.440445,2015
Jodi Arias: Dirty Little Secret,Drama,4.0,13.0,1.110241,2013
Mune: Guardian of the Moon,Animation,7.1,97.0,8.657935,2015
A Bigger Splash,Crime,6.0,158.0,12.945544,2015
Iris,Documentary,7.5,44.0,2.644281,2014
Where Hope Grows,Drama,6.8,26.0,2.969721,2014
6 Ways to Die,Thriller,4.2,10.0,1.346481,2015
Into the Grizzly Maze,Action,5.1,74.0,15.860139,2015
Where to Invade Next,Documentary,7.3,153.0,5.251621,2015
Cell 213,Horror,5.1,18.0,2.68548,2011
Eisenstein in Guanajuato,Comedy,6.4,21.0,11.461055,2015
The Pearl Button,Documentary,6.6,17.0,0.881308,2015
Sleeping Giant,Drama,6.3,9.0,0.437906,2015
Lulu in the Nude,Comedy,6.8,11.0,1.445183,2013
"Tent City, U.S.A",Documentary,6.5,2.0,0.363258,2012
The Phantom of the Opera at the Royal Albert Hall,Drama,8.3,32.0,2.419737,2011
The Hoarder,Thriller,4.4,43.0,4.071952,2015
American Beach House,Comedy,4.3,9.0,0.659882,2015
L.A. Slasher,Comedy,3.7,10.0,1.208879,2015
Swat: Unit 887,Thriller,3.6,10.0,1.83505,2015
Fuga de cerebros 2,Action,5.4,24.0,0.96936,2011
Nous York,Comedy,4.6,70.0,3.061288,2012
Nobel's Last Will,Drama,5.6,15.0,2.762073,2012
Playing Dead,Comedy,5.0,41.0,3.163048,2013
Road to Paloma,Thriller,5.8,28.0,3.764346,2014
An Inspector Calls,Drama,7.6,42.0,1.954596,2015
Simshar,Drama,0.0,0.0,0.345032,2014
The Invitation,Thriller,6.4,486.0,9.248388,2015
The Adventures of Mickey Matson and the Copperhead Conspiracy,Family,4.8,6.0,0.59701,2012
The Falls,Romance,6.1,13.0,0.495278,2012
Buttwhistle,Mystery,4.0,1.0,0.606567,2014
Eden,Thriller,5.5,20.0,2.94307,2015
Mia Madre,Drama,6.3,109.0,8.120076,2015
"Hail, Caesar!",Comedy,5.7,1338.0,11.241366,2016
Beauty & the Briefcase,Romance,5.2,148.0,5.794289,2010
The Perfect Date,Comedy,5.3,56.0,2.933283,2010
Hunt to Kill,Action,4.9,36.0,6.043774,2010
Operator,Thriller,5.2,21.0,3.294427,2015
Noble,Drama,7.0,11.0,5.318667,2014
Break Point,Comedy,5.7,19.0,4.849175,2014
LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,Action,6.2,24.0,3.186387,2015
Salad Days,Music,7.2,10.0,0.679427,2015
Mavis!,Documentary,8.0,3.0,1.13476,2015
How To Change The World,Documentary,6.9,9.0,1.127377,2015
The Marriage Chronicles,Romance,0.0,0.0,0.013644,2012
"Connasse, Princesse des cœurs",Comedy,5.9,215.0,4.476741,2015
Junun,Music,7.9,19.0,1.609769,2015
Call Me Lucky,Documentary,7.2,21.0,1.640786,2015
Blood Punch,Horror,6.7,35.0,2.880819,2014
Eaters,Horror,2.8,9.0,2.510095,2015
June,Science Fiction,3.7,22.0,2.285686,2015
The Stranger,Drama,4.6,41.0,4.250043,2015
Billy Elliot: The Musical,Drama,7.7,23.0,1.956774,2014
TimeScapes,Documentary,7.4,10.0,1.066979,2012
Peace Officer,Documentary,7.6,5.0,0.208919,2015
All About Them,Comedy,5.9,46.0,7.994028,2015
Deep Dark,Horror,5.0,27.0,1.154928,2015
The Blackcoat's Daughter,Horror,5.0,85.0,4.950329,2015
Hacker's Game,Thriller,5.6,9.0,0.941795,2015
The Inhabitants,Thriller,4.4,14.0,1.145165,2015
Re-Kill,Horror,4.8,35.0,11.860106,2015
Keith Richards: Under the Influence,Documentary,6.6,20.0,1.327371,2015
The Student and Mister Henri,Drama,6.9,87.0,3.875212,2015
Standing Tall,Drama,7.3,149.0,4.206655,2015
Just Eat It: A Food Waste Story,Documentary,7.8,5.0,0.202025,2014
Invisible Sister,Fantasy,6.2,69.0,3.488085,2015
Patch Town,Music,5.9,8.0,0.581967,2014
ABE,Science Fiction,6.1,28.0,1.586141,2013
Slow Learners,Romance,5.8,25.0,1.452617,2015
Nightlight,Thriller,4.8,30.0,2.219537,2015
Mockingbird,Horror,3.9,35.0,10.895623,2014
Preggoland,Comedy,5.4,12.0,1.788104,2014
Blackwood,Thriller,5.6,19.0,4.658088,2014
A Good Man,Action,5.0,44.0,2.83412,2014
Animal,Thriller,4.6,78.0,2.883361,2014
Avalon High,Drama,5.8,146.0,4.96893,2010
Wu Dang,Action,5.7,13.0,1.937135,2012
The Tower,Action,6.2,60.0,4.107272,2012
The Millionaire Tour,Drama,5.9,24.0,2.040471,2012
Straight A's,Comedy,5.2,47.0,3.594488,2013
Deadly Virtues: Love. Honour. Obey.,Thriller,4.9,13.0,1.093554,2015
Santa Claws,Family,3.8,5.0,0.500485,2014
Circle,Horror,6.0,342.0,6.735649,2015
Meadowland,Drama,6.4,42.0,2.407351,2015
Watchers of the Sky,Documentary,5.1,4.0,0.154369,2014
All Things Must Pass,Documentary,7.0,33.0,2.792944,2015
Goosebumps,Adventure,6.2,1022.0,12.365292,2015
Back in Time,History,6.1,116.0,4.8954,2015
The Girl King,Drama,6.4,37.0,9.227292,2015
Creative Control,Drama,5.4,26.0,2.125933,2016
Zombie Ninjas vs Black Ops,Action,0.0,0.0,0.072206,2015
The Wicked Within,Horror,4.2,26.0,2.278493,2015
The Christmas Candle,Drama,5.8,8.0,1.858675,2013
The Measure of a Man,Drama,6.2,107.0,4.778045,2015
A Month of Sundays,Drama,6.0,4.0,0.555331,2016
Gloria,Music,6.2,14.0,1.138199,2014
Marius,Drama,6.2,31.0,1.700531,2013
Algorithm,Thriller,5.4,10.0,1.216647,2014
No Place on Earth,Documentary,7.5,10.0,0.973327,2012
Miss You Already,Comedy,7.3,232.0,7.634145,2015
The Cokeville Miracle,Mystery,4.5,20.0,1.352889,2015
The Witches of Oz,Action,4.3,17.0,5.501794,2011
Dark Summer,Thriller,4.1,34.0,1.393417,2015
Unity,Documentary,8.4,10.0,2.500114,2015
The Perfect Guy,Drama,5.6,162.0,7.607052,2015
Rock the Kasbah,Comedy,5.2,102.0,10.394389,2015
Freaks of Nature,Science Fiction,5.7,146.0,8.515073,2015
unINDIAN,Comedy,5.8,5.0,0.873019,2015
Housekeeping,Thriller,7.0,1.0,0.287974,2015
Gravy,Comedy,5.9,21.0,1.152146,2015
Bikini Model Academy,Comedy,4.0,5.0,0.53095,2015
Badge of Honor,Drama,5.5,10.0,2.177661,2015
The Curse of Downers Grove,Thriller,4.3,25.0,1.043799,2015
Freetown,Thriller,6.5,4.0,0.749717,2015
Momentum,Action,5.9,168.0,7.895442,2015
Tales of Halloween,Horror,5.4,115.0,5.784778,2015
Death Valley,Mystery,4.0,3.0,0.56698,2015
The Day the '60s Died,Documentary,7.5,2.0,0.097444,2015
The Diabolical,Horror,4.3,75.0,4.822018,2015
War Story,Drama,4.7,8.0,1.829928,2014
They Found Hell,Horror,5.1,22.0,1.163551,2015
Hide Away,Drama,4.7,5.0,1.195181,2012
Money for Nothing: Inside the Federal Reserve,Documentary,6.7,7.0,1.13826,2013
Phantom Boy,Adventure,7.4,9.0,1.534156,2015
Les Cowboys,Drama,6.3,38.0,2.985745,2015
The Best of Men,Drama,6.7,9.0,4.345109,2012
Bone Tomahawk,Horror,6.6,511.0,10.480166,2015
Paranormal Activity: The Ghost Dimension,Horror,5.0,435.0,9.185701,2015
Blinky Bill the Movie,Family,5.0,6.0,2.042545,2015
N: The Madness Of Reason,Documentary,7.5,2.0,0.103679,2014
A Nightingale Falling,War,6.8,3.0,0.312981,2014
Jem and the Holograms,Drama,5.4,132.0,5.394112,2015
The 33,Drama,6.0,386.0,8.383246,2015
Self Made,Drama,5.0,1.0,0.328318,2014
The Watermen,Horror,3.3,14.0,0.896197,2011
Ao: The Last Hunter,Adventure,6.5,16.0,1.955611,2010
Ghost Shark,Horror,4.2,33.0,6.413331,2013
Suburra,Crime,7.4,296.0,9.391527,2015
